NAME HCon151

MAXTIME 350
DAYS 5

FLEET SIZE 8
6 15 15 15 15 15
7 0 0 19 0 0
8 23 23 0 0 0
9 11 0 11 0 11
10 5 0 0 0 0
11 0 19 0 0 0
12 0 29 0 0 0
13 0 0 23 0 0
14 0 21 0 0 0
15 10 0 10 10 10
16 15 0 15 0 0
17 3 3 3 3 3
18 0 0 0 0 41
19 0 0 0 9 0
20 28 28 28 28 28
21 8 8 8 0 0
22 0 0 0 0 8
23 0 0 0 0 16
24 10 0 0 0 0
25 28 28 28 28 28
26 7 0 0 0 0
27 15 15 0 15 0
28 0 14 0 0 14
29 0 0 20 0 0
30 19 0 0 0 0
31 11 0 11 0 11
32 12 12 12 12 12
33 23 23 0 23 23
34 26 0 0 0 0
35 0 0 17 0 0
36 0 0 6 0 0
37 0 9 0 0 0
38 0 0 15 0 0
39 14 14 14 14 0
40 7 0 7 7 7
41 27 0 0 0 0
42 0 0 13 0 0
43 0 11 11 11 11
44 0 16 0 0 0
45 0 0 0 10 0
46 5 5 5 0 5
47 25 25 0 25 25
48 0 0 17 0 0
49 18 18 18 18 0
50 10 0 0 10 10
51 10 10 0 10 10
52 0 7 0 0 0
53 13 0 0 0 0
54 19 19 19 19 0
55 0 0 0 26 26
56 3 0 0 3 3
57 0 5 0 0 5
58 9 9 0 9 0
59 16 0 0 16 16
60 16 0 0 0 0
61 12 0 0 0 0
62 0 0 0 0 19
63 0 23 0 0 23
64 20 0 0 0 0
65 0 0 0 8 0
66 19 19 0 19 19
67 0 0 0 0 2
68 0 12 0 0 0
69 0 0 0 17 0
70 0 9 0 0 0
71 11 11 11 11 0
72 0 18 0 0 18
73 0 29 0 0 0
74 3 3 0 3 3
75 6 6 6 6 0
76 0 0 17 0 0
77 0 0 16 0 0
78 16 16 16 0 16
79 0 0 9 0 0
80 21 21 0 0 21
81 0 27 0 0 0
82 23 23 0 23 23
83 11 11 11 0 11
84 14 14 0 14 14
85 8 0 0 0 0
86 0 5 5 5 0
87 8 8 8 0 0
88 0 0 0 0 16
89 0 31 31 31 31
90 0 0 0 0 9
91 5 5 0 0 0
92 0 0 0 5 0
93 7 0 0 0 0
94 18 18 18 18 18
95 16 0 0 0 0
96 1 1 1 0 1
97 0 0 27 0 0
98 0 36 36 0 0
99 0 0 30 0 0
100 13 13 13 0 13
101 0 0 10 0 0
102 0 0 0 9 9
103 14 0 0 0 0
104 18 0 18 18 18
105 0 0 0 2 0
106 0 6 6 6 0
107 7 0 0 0 0
108 18 18 18 18 0
109 0 0 28 0 0
110 3 3 0 3 0
111 13 13 0 13 13
112 0 19 19 19 19
113 10 10 10 10 10
114 9 9 9 9 9
115 0 20 0 0 0
116 25 0 0 0 0
117 25 25 25 0 0
118 0 0 0 0 36
119 6 0 6 6 6
120 5 5 5 5 5
121 0 0 0 0 15
122 0 25 0 0 0
123 9 9 9 9 9
124 0 8 0 0 0
125 0 0 18 0 0
126 13 0 0 0 0
127 14 0 0 0 0
128 0 3 0 0 0
129 0 0 23 0 0
130 6 0 0 0 0
131 0 0 0 0 26
132 16 16 16 0 16
133 11 11 11 11 11
134 0 0 0 7 0
135 41 0 0 0 0
136 35 35 0 35 35
137 0 26 26 26 26
138 9 9 9 9 9
139 0 0 0 0 15
140 3 3 3 3 0
141 1 1 1 0 0
142 2 0 2 2 2
143 22 0 0 0 0
144 27 0 0 0 0
145 20 0 20 20 20
146 11 11 11 11 11
147 12 12 12 12 12
148 10 10 10 10 0
149 0 0 9 0 0
150 17 0 17 17 17

COMPATIBILITY RESTRICTIONS 
1 0 0 0 0 1 1 1 1
2 1 1 0 0 0 0 0 0
3 1 1 1 1 1 1 1 1
4 0 0 0 0 1 1 1 1
5 0 0 0 0 1 1 1 1
6 1 1 1 1 1 1 1 1
7 1 1 0 0 0 0 0 0
8 1 1 0 0 0 0 0 0
9 0 0 0 0 1 1 1 1
10 1 1 1 1 1 1 1 1
11 0 0 0 0 1 1 1 1
12 0 0 0 0 1 1 1 1
13 1 1 0 0 0 0 0 0
14 1 1 0 0 0 0 0 0
15 1 1 1 1 1 1 1 1
16 1 1 1 1 1 1 1 1
17 0 0 0 0 1 1 1 1
18 1 1 0 0 0 0 0 0
19 1 1 1 1 1 1 1 1
20 1 1 0 0 0 0 0 0
21 1 1 1 1 1 1 1 1
22 1 1 1 1 1 1 1 1
23 1 1 1 1 1 1 1 1
24 1 1 1 1 1 1 1 1
25 1 1 0 0 0 0 0 0
26 1 1 1 1 1 1 1 1
27 0 0 0 0 1 1 1 1
28 1 1 1 1 1 1 1 1
29 1 1 1 1 1 1 1 1
30 1 1 0 0 0 0 0 0
31 1 1 1 1 1 1 1 1
32 0 0 0 0 1 1 1 1
33 1 1 0 0 0 0 0 0
34 1 1 0 0 0 0 0 0
35 1 1 1 1 1 1 1 1
36 1 1 1 1 1 1 1 1
37 0 0 0 0 1 1 1 1
38 0 0 0 0 1 1 1 1
39 1 1 1 1 1 1 1 1
40 1 1 1 1 1 1 1 1
41 1 1 0 0 0 0 0 0
42 1 1 1 1 1 1 1 1
43 1 1 1 1 1 1 1 1
44 1 1 1 1 1 1 1 1
45 1 1 1 1 1 1 1 1
46 0 0 0 0 1 1 1 1
47 0 0 0 0 1 1 1 1
48 1 1 1 1 1 1 1 1
49 0 0 0 0 1 1 1 1
50 1 1 1 1 1 1 1 1
51 0 0 0 0 1 1 1 1
52 0 0 0 0 1 1 1 1
53 1 1 1 1 1 1 1 1
54 1 1 0 0 0 0 0 0
55 1 1 0 0 0 0 0 0
56 0 0 0 0 1 1 1 1
57 1 1 1 1 1 1 1 1
58 1 1 1 1 1 1 1 1
59 1 1 1 1 1 1 1 1
60 1 1 1 1 1 1 1 1
61 1 1 1 1 1 1 1 1
62 0 0 0 0 1 1 1 1
63 0 0 0 0 1 1 1 1
64 1 1 0 0 0 0 0 0
65 1 1 1 1 1 1 1 1
66 1 1 0 0 0 0 0 0
67 1 1 1 1 1 1 1 1
68 0 0 0 0 1 1 1 1
69 1 1 1 1 1 1 1 1
70 1 1 1 1 1 1 1 1
71 1 1 1 1 1 1 1 1
72 1 1 1 1 1 1 1 1
73 1 1 0 0 0 0 0 0
74 1 1 1 1 1 1 1 1
75 1 1 1 1 1 1 1 1
76 0 0 0 0 1 1 1 1
77 0 0 0 0 1 1 1 1
78 0 0 0 0 1 1 1 1
79 1 1 1 1 1 1 1 1
80 1 1 0 0 0 0 0 0
81 0 0 0 0 1 1 1 1
82 1 1 0 0 0 0 0 0
83 1 1 1 1 1 1 1 1
84 1 1 1 1 1 1 1 1
85 1 1 1 1 1 1 1 1
86 1 1 1 1 1 1 1 1
87 1 1 1 1 1 1 1 1
88 1 1 1 1 1 1 1 1
89 1 1 0 0 0 0 0 0
90 0 0 0 0 1 1 1 1
91 1 1 1 1 1 1 1 1
92 1 1 1 1 1 1 1 1
93 1 1 1 1 1 1 1 1
94 1 1 1 1 1 1 1 1
95 1 1 1 1 1 1 1 1
96 1 1 1 1 1 1 1 1
97 1 1 0 0 0 0 0 0
98 1 1 0 0 0 0 0 0
99 1 1 0 0 0 0 0 0
100 0 0 0 0 1 1 1 1
101 1 1 1 1 1 1 1 1
102 0 0 0 0 1 1 1 1
103 0 0 0 0 1 1 1 1
104 1 1 1 1 1 1 1 1
105 1 1 1 1 1 1 1 1
106 1 1 1 1 1 1 1 1
107 1 1 1 1 1 1 1 1
108 0 0 0 0 1 1 1 1
109 0 0 0 0 1 1 1 1
110 1 1 1 1 1 1 1 1
111 1 1 1 1 1 1 1 1
112 1 1 0 0 0 0 0 0
113 1 1 1 1 1 1 1 1
114 1 1 1 1 1 1 1 1
115 1 1 0 0 0 0 0 0
116 1 1 0 0 0 0 0 0
117 1 1 0 0 0 0 0 0
118 1 1 0 0 0 0 0 0
119 0 0 0 0 1 1 1 1
120 1 1 1 1 1 1 1 1
121 1 1 1 1 1 1 1 1
122 1 1 0 0 0 0 0 0
123 1 1 1 1 1 1 1 1
124 1 1 1 1 1 1 1 1
125 1 1 0 0 0 0 0 0
126 0 0 0 0 1 1 1 1
127 1 1 1 1 1 1 1 1
128 1 1 1 1 1 1 1 1
129 1 1 0 0 0 0 0 0
130 1 1 1 1 1 1 1 1
131 1 1 0 0 0 0 0 0
132 1 1 1 1 1 1 1 1
133 1 1 1 1 1 1 1 1
134 1 1 1 1 1 1 1 1
135 1 1 0 0 0 0 0 0
136 1 1 0 0 0 0 0 0
137 1 1 0 0 0 0 0 0
138 1 1 1 1 1 1 1 1
139 0 0 0 0 1 1 1 1
140 1 1 1 1 1 1 1 1
141 1 1 1 1 1 1 1 1
142 1 1 1 1 1 1 1 1
143 1 1 0 0 0 0 0 0
144 0 0 0 0 1 1 1 1
145 0 0 0 0 1 1 1 1
146 0 0 0 0 1 1 1 1
147 0 0 0 0 1 1 1 1
148 1 1 1 1 1 1 1 1
149 0 0 0 0 1 1 1 1
150 1 1 1 1 1 1 1 1
