NAME HCon151

MAXTIME 310
DAYS 5

FLEET SIZE 11
6 15 15 15 15 15
7 19 0 19 19 19
8 23 23 0 0 0
9 11 0 11 0 11
10 5 5 5 5 5
11 0 19 19 19 0
12 0 29 29 29 29
13 23 23 23 23 0
14 0 0 21 0 0
15 10 0 10 10 10
16 15 0 15 0 0
17 3 3 3 3 3
18 41 41 41 0 41
19 9 9 0 9 0
20 28 28 28 28 28
21 8 8 8 0 0
22 0 8 8 8 8
23 0 0 0 16 16
24 0 0 0 10 0
25 28 28 28 28 28
26 7 7 7 0 7
27 15 15 0 15 0
28 0 14 0 0 14
29 0 0 0 10 0
30 19 0 0 19 19
31 11 0 11 0 11
32 12 12 12 12 12
33 23 23 0 23 23
34 26 26 0 0 26
35 17 17 17 0 17
36 0 0 0 0 6
37 0 9 9 9 9
38 15 15 15 15 15
39 14 14 14 14 0
40 7 0 7 7 7
41 27 0 0 0 0
42 13 13 13 13 13
43 0 11 11 11 11
44 16 16 16 0 16
45 0 0 0 10 0
46 5 5 5 0 5
47 25 25 0 25 25
48 0 17 17 17 17
49 18 18 18 18 0
50 10 0 0 10 10
51 10 10 0 10 10
52 7 0 0 0 0
53 13 13 13 13 0
54 19 19 19 19 0
55 0 0 0 26 26
56 3 0 0 3 3
57 0 5 0 0 5
58 9 9 0 9 0
59 16 0 0 16 16
60 16 16 16 16 0
61 12 0 0 0 0
62 0 19 19 19 19
63 0 23 0 0 23
64 20 0 0 20 20
65 0 0 0 8 0
66 19 19 0 19 19
67 2 0 0 0 0
68 0 12 12 0 12
69 17 17 17 17 17
70 0 9 0 0 0
71 11 11 11 11 0
72 0 18 0 0 18
73 29 29 29 29 0
74 3 3 0 3 3
75 6 6 6 6 0
76 17 17 17 0 0
77 0 16 16 0 0
78 16 16 16 0 16
79 0 0 0 9 0
80 21 21 0 0 21
81 0 0 0 0 27
82 23 23 0 23 23
83 11 11 11 0 11
84 14 14 0 14 14
85 8 8 8 8 8
86 0 5 5 5 0
87 8 8 8 0 0
88 0 0 0 0 16
89 0 31 31 31 31
90 9 0 0 0 9
91 5 5 0 0 0
92 5 0 5 5 5
93 7 0 0 0 0
94 18 18 18 18 18
95 16 0 16 0 0
96 1 1 1 0 1
97 0 0 27 0 0
98 0 36 36 0 0
99 30 0 30 30 0
100 13 13 13 0 13
101 10 0 10 10 10
102 0 0 0 9 9
103 14 0 14 14 14
104 18 0 18 18 18
105 0 2 0 0 0
106 0 6 6 6 0
107 7 0 0 7 0
108 18 18 18 18 0
109 28 0 0 0 0
110 3 3 0 3 0
111 13 13 0 13 13
112 0 19 19 19 19
113 10 10 10 10 10
114 9 9 9 9 9
115 20 20 20 0 20
116 0 0 0 25 0
117 25 25 25 0 0
118 36 0 0 0 36
119 6 0 6 6 6
120 5 5 5 5 5
121 15 15 0 0 15
122 25 25 25 25 25
123 9 9 9 9 9
124 0 8 8 8 8
125 0 0 18 0 0
126 13 0 0 13 13
127 14 14 14 14 0
128 0 3 3 3 0
129 0 23 23 23 23
130 6 0 0 0 0
131 26 0 26 0 26
132 16 16 16 0 16
133 11 11 11 11 11
134 0 7 0 7 0
135 41 41 0 0 0
136 35 35 0 35 35
137 0 26 26 26 26
138 9 9 9 9 9
139 0 0 0 0 15
140 3 3 3 3 0
141 1 1 1 0 0
142 2 0 2 2 2
143 22 22 22 22 22
144 27 0 0 0 27
145 20 0 20 20 20
146 11 11 11 11 11
147 12 12 12 12 12
148 10 10 10 10 0
149 0 9 9 9 9
150 17 0 17 17 17

