NAME HCon151

MAXTIME 390
DAYS 5

FLEET SIZE 10
-15 -9 10 
-17 -17 10 

CUSTOMERDEMANDS
1 7 7 7 7 7
2 30 30 0 0 30
3 0 16 16 16 16
4 9 0 9 0 9
5 21 0 0 0 0
6 15 0 15 15 15
7 19 19 19 19 19
8 23 23 23 0 23
9 11 0 11 11 11
10 0 5 0 0 5
11 0 0 19 0 0
12 29 0 0 29 29
13 23 23 23 23 0
14 0 21 0 21 0
15 10 0 0 10 10
16 15 15 15 15 0
17 3 3 3 0 3
18 41 41 41 0 0
19 0 9 0 0 0
20 0 28 0 0 0
21 8 8 0 0 8
22 0 8 8 8 0
23 16 16 16 0 16
24 10 10 10 10 10
25 0 0 28 28 28
26 7 7 7 0 7
27 0 15 15 0 0
28 0 0 14 0 14
29 0 6 6 6 0
30 19 19 19 19 0
31 11 11 11 0 11
32 0 12 0 0 0
33 23 0 0 23 23
34 26 26 26 26 26
35 17 0 0 17 0
36 6 6 6 0 6
37 9 9 9 9 9
38 15 0 15 15 15
39 0 14 14 14 14
40 0 0 0 7 0
41 0 0 0 27 0
42 0 13 13 13 13
43 0 0 11 11 11
44 16 16 16 16 16
45 0 10 10 10 10
46 0 5 0 0 5
47 0 0 0 25 0
48 0 17 17 17 17
49 0 18 18 18 18
50 10 0 10 10 10
51 0 0 0 0 10
52 7 0 0 7 7
53 13 13 0 0 13
54 19 19 19 0 0
55 26 26 0 26 0
56 0 0 0 3 0
57 0 5 0 0 5
58 9 9 0 9 0
59 16 16 0 16 16
60 0 0 16 0 0
61 0 12 12 12 12
62 0 19 19 0 19
63 23 23 23 0 23
64 20 20 20 0 20
65 8 8 8 8 8
66 19 19 0 19 19
67 2 0 0 2 0
68 0 0 0 12 12
69 0 0 17 17 17
70 9 9 9 9 9
71 0 0 0 11 0
72 18 0 18 18 18
73 29 29 0 29 29
74 3 3 0 3 3
75 0 6 6 6 6
76 17 17 17 0 17
77 0 0 0 16 0
78 0 0 0 16 0
79 0 9 9 9 0
80 21 21 21 0 21
81 0 27 27 27 27
82 0 23 0 0 23
83 11 11 11 0 11
84 14 0 14 14 0
85 8 0 8 8 8
86 5 0 5 0 0
87 0 8 8 0 8
88 16 16 16 0 0
89 0 0 0 31 0
90 9 0 0 9 9
91 5 5 5 5 5
92 5 0 5 5 5
93 7 0 7 7 0
94 18 18 18 18 18
95 16 16 16 0 0
96 1 0 0 0 1
97 27 0 27 0 0
98 36 0 0 0 0
99 0 30 0 0 30
100 13 13 13 13 13
101 10 0 10 10 10
102 9 9 9 9 9
103 14 14 0 14 14
104 18 0 18 0 18
105 2 2 0 2 2
106 0 0 6 0 0
107 7 0 0 7 7
108 18 0 18 18 18
109 28 28 28 28 28
110 3 3 0 0 3
111 13 0 0 0 0
112 19 19 19 19 19
113 0 10 0 0 10
114 9 9 9 9 9
115 20 20 20 0 0
116 25 25 0 0 25
117 25 25 25 0 25
118 36 0 36 0 36
119 6 6 0 6 6
120 5 5 5 5 5
121 15 15 15 15 15
122 0 25 0 0 0
123 0 9 0 9 9
124 0 8 8 8 8
125 18 0 18 18 18
126 13 13 0 13 13
127 14 14 14 14 0
128 3 3 3 3 3
129 0 23 0 0 0
130 6 6 0 6 6
131 26 26 26 26 26
132 0 16 16 16 16
133 11 0 11 0 11
134 0 0 7 7 7
135 41 41 0 0 41
136 35 0 35 35 0
137 0 26 26 26 26
138 9 9 9 9 9
139 0 15 0 0 0
140 3 0 3 0 3
141 1 1 0 0 0
142 2 2 2 2 2
143 22 22 22 22 22
144 27 0 0 0 0
145 20 0 20 0 20
146 0 11 0 0 11
147 12 0 12 0 12
148 10 0 0 0 0
149 0 9 0 9 9
150 17 17 0 17 17

COMPATIBILITY RESTRICTIONS 
1 0 0 0 0 0 0 0 1 1 1
2 1 1 1 0 0 0 0 0 0 0
3 1 1 1 1 1 1 1 1 1 1
4 0 0 0 0 0 0 0 1 1 1
5 0 0 0 0 0 0 0 1 1 1
6 1 1 1 1 1 1 1 1 1 1
7 1 1 1 0 0 0 0 0 0 0
8 1 1 1 0 0 0 0 0 0 0
9 0 0 0 0 0 0 0 1 1 1
10 1 1 1 1 1 1 1 1 1 1
11 0 0 0 0 0 0 0 1 1 1
12 0 0 0 0 0 0 0 1 1 1
13 1 1 1 0 0 0 0 0 0 0
14 1 1 1 0 0 0 0 0 0 0
15 1 1 1 1 1 1 1 1 1 1
16 1 1 1 1 1 1 1 1 1 1
17 0 0 0 0 0 0 0 1 1 1
18 1 1 1 0 0 0 0 0 0 0
19 1 1 1 1 1 1 1 1 1 1
20 1 1 1 0 0 0 0 0 0 0
21 1 1 1 1 1 1 1 1 1 1
22 1 1 1 1 1 1 1 1 1 1
23 1 1 1 1 1 1 1 1 1 1
24 1 1 1 1 1 1 1 1 1 1
25 1 1 1 0 0 0 0 0 0 0
26 1 1 1 1 1 1 1 1 1 1
27 0 0 0 0 0 0 0 1 1 1
28 1 1 1 1 1 1 1 1 1 1
29 1 1 1 1 1 1 1 1 1 1
30 1 1 1 0 0 0 0 0 0 0
31 1 1 1 1 1 1 1 1 1 1
32 0 0 0 0 0 0 0 1 1 1
33 1 1 1 0 0 0 0 0 0 0
34 1 1 1 0 0 0 0 0 0 0
35 1 1 1 1 1 1 1 1 1 1
36 1 1 1 1 1 1 1 1 1 1
37 0 0 0 0 0 0 0 1 1 1
38 0 0 0 0 0 0 0 1 1 1
39 1 1 1 1 1 1 1 1 1 1
40 1 1 1 1 1 1 1 1 1 1
41 1 1 1 0 0 0 0 0 0 0
42 1 1 1 1 1 1 1 1 1 1
43 1 1 1 1 1 1 1 1 1 1
44 1 1 1 1 1 1 1 1 1 1
45 1 1 1 1 1 1 1 1 1 1
46 0 0 0 0 0 0 0 1 1 1
47 0 0 0 0 0 0 0 1 1 1
48 1 1 1 1 1 1 1 1 1 1
49 0 0 0 0 0 0 0 1 1 1
50 1 1 1 1 1 1 1 1 1 1
51 0 0 0 0 0 0 0 1 1 1
52 0 0 0 0 0 0 0 1 1 1
53 1 1 1 1 1 1 1 1 1 1
54 1 1 1 0 0 0 0 0 0 0
55 1 1 1 0 0 0 0 0 0 0
56 0 0 0 0 0 0 0 1 1 1
57 1 1 1 1 1 1 1 1 1 1
58 1 1 1 1 1 1 1 1 1 1
59 1 1 1 1 1 1 1 1 1 1
60 1 1 1 1 1 1 1 1 1 1
61 1 1 1 1 1 1 1 1 1 1
62 0 0 0 0 0 0 0 1 1 1
63 0 0 0 0 0 0 0 1 1 1
64 1 1 1 0 0 0 0 0 0 0
65 1 1 1 1 1 1 1 1 1 1
66 1 1 1 0 0 0 0 0 0 0
67 1 1 1 1 1 1 1 1 1 1
68 0 0 0 0 0 0 0 1 1 1
69 1 1 1 1 1 1 1 1 1 1
70 1 1 1 1 1 1 1 1 1 1
71 1 1 1 1 1 1 1 1 1 1
72 1 1 1 1 1 1 1 1 1 1
73 1 1 1 0 0 0 0 0 0 0
74 1 1 1 1 1 1 1 1 1 1
75 1 1 1 1 1 1 1 1 1 1
76 0 0 0 0 0 0 0 1 1 1
77 0 0 0 0 0 0 0 1 1 1
78 0 0 0 0 0 0 0 1 1 1
79 1 1 1 1 1 1 1 1 1 1
80 1 1 1 0 0 0 0 0 0 0
81 0 0 0 0 0 0 0 1 1 1
82 1 1 1 0 0 0 0 0 0 0
83 1 1 1 1 1 1 1 1 1 1
84 1 1 1 1 1 1 1 1 1 1
85 1 1 1 1 1 1 1 1 1 1
86 1 1 1 1 1 1 1 1 1 1
87 1 1 1 1 1 1 1 1 1 1
88 1 1 1 1 1 1 1 1 1 1
89 1 1 1 0 0 0 0 0 0 0
90 0 0 0 0 0 0 0 1 1 1
91 1 1 1 1 1 1 1 1 1 1
92 1 1 1 1 1 1 1 1 1 1
93 1 1 1 1 1 1 1 1 1 1
94 1 1 1 1 1 1 1 1 1 1
95 1 1 1 1 1 1 1 1 1 1
96 1 1 1 1 1 1 1 1 1 1
97 1 1 1 0 0 0 0 0 0 0
98 1 1 1 0 0 0 0 0 0 0
99 1 1 1 0 0 0 0 0 0 0
100 0 0 0 0 0 0 0 1 1 1
101 1 1 1 1 1 1 1 1 1 1
102 0 0 0 0 0 0 0 1 1 1
103 0 0 0 0 0 0 0 1 1 1
104 1 1 1 1 1 1 1 1 1 1
105 1 1 1 1 1 1 1 1 1 1
106 1 1 1 1 1 1 1 1 1 1
107 1 1 1 1 1 1 1 1 1 1
108 0 0 0 0 0 0 0 1 1 1
109 0 0 0 0 0 0 0 1 1 1
110 1 1 1 1 1 1 1 1 1 1
111 1 1 1 1 1 1 1 1 1 1
112 1 1 1 0 0 0 0 0 0 0
113 1 1 1 1 1 1 1 1 1 1
114 1 1 1 1 1 1 1 1 1 1
115 1 1 1 0 0 0 0 0 0 0
116 1 1 1 0 0 0 0 0 0 0
117 1 1 1 0 0 0 0 0 0 0
118 1 1 1 0 0 0 0 0 0 0
119 0 0 0 0 0 0 0 1 1 1
120 1 1 1 1 1 1 1 1 1 1
121 1 1 1 1 1 1 1 1 1 1
122 1 1 1 0 0 0 0 0 0 0
123 1 1 1 1 1 1 1 1 1 1
124 1 1 1 1 1 1 1 1 1 1
125 1 1 1 0 0 0 0 0 0 0
126 0 0 0 0 0 0 0 1 1 1
127 1 1 1 1 1 1 1 1 1 1
128 1 1 1 1 1 1 1 1 1 1
129 1 1 1 0 0 0 0 0 0 0
130 1 1 1 1 1 1 1 1 1 1
131 1 1 1 0 0 0 0 0 0 0
132 1 1 1 1 1 1 1 1 1 1
133 1 1 1 1 1 1 1 1 1 1
134 1 1 1 1 1 1 1 1 1 1
135 1 1 1 0 0 0 0 0 0 0
136 1 1 1 0 0 0 0 0 0 0
137 1 1 1 0 0 0 0 0 0 0
138 1 1 1 1 1 1 1 1 1 1
139 0 0 0 0 0 0 0 1 1 1
140 1 1 1 1 1 1 1 1 1 1
141 1 1 1 1 1 1 1 1 1 1
142 1 1 1 1 1 1 1 1 1 1
143 1 1 1 0 0 0 0 0 0 0
144 0 0 0 0 0 0 0 1 1 1
145 0 0 0 0 0 0 0 1 1 1
146 0 0 0 0 0 0 0 1 1 1
147 0 0 0 0 0 0 0 1 1 1
148 1 1 1 1 1 1 1 1 1 1
149 0 0 0 0 0 0 0 1 1 1
150 1 1 1 1 1 1 1 1 1 1
