NAME HCon200

MAXTIME 340
DAYS 5

FLEET SIZE 11
140 1 1 1 1 1 1 1 1 1 1 1
141 1 1 1 1 1 1 1 1 1 1 1
142 1 1 1 1 1 1 1 1 1 1 1
143 1 1 1 1 1 1 1 1 1 1 1
144 1 1 1 1 1 1 1 1 1 1 1
145 1 1 1 1 1 1 1 1 1 1 1
146 1 1 1 0 0 0 0 0 0 0 0
147 1 1 1 0 0 0 0 0 0 0 0
148 1 1 1 0 0 0 0 0 0 0 0
149 1 1 1 1 1 1 1 1 1 1 1
150 1 1 1 1 1 1 1 1 1 1 1
151 0 0 0 0 0 0 0 1 1 1 1
152 0 0 0 0 0 0 0 1 1 1 1
153 1 1 1 1 1 1 1 1 1 1 1
154 1 1 1 1 1 1 1 1 1 1 1
155 1 1 1 1 1 1 1 1 1 1 1
156 1 1 1 1 1 1 1 1 1 1 1
157 0 0 0 0 0 0 0 1 1 1 1
158 1 1 1 0 0 0 0 0 0 0 0
159 1 1 1 1 1 1 1 1 1 1 1
160 1 1 1 1 1 1 1 1 1 1 1
161 1 1 1 1 1 1 1 1 1 1 1
162 1 1 1 1 1 1 1 1 1 1 1
163 1 1 1 1 1 1 1 1 1 1 1
164 1 1 1 1 1 1 1 1 1 1 1
165 1 1 1 1 1 1 1 1 1 1 1
166 1 1 1 1 1 1 1 1 1 1 1
167 1 1 0 1 0 0 0 0 0 0 0
168 0 0 0 0 0 0 0 1 1 1 1
169 1 1 1 1 1 1 1 1 1 1 1
170 1 1 1 1 1 1 1 1 1 1 1
171 1 1 1 1 1 1 1 1 1 1 1
172 1 1 1 1 1 1 1 1 1 1 1
173 1 1 1 1 1 1 1 1 1 1 1
174 1 1 1 1 1 1 1 1 1 1 1
175 1 1 1 1 1 1 1 1 1 1 1
176 1 1 1 1 1 1 1 1 1 1 1
177 1 1 1 1 1 1 1 1 1 1 1
178 1 1 1 1 1 1 1 1 1 1 1
179 1 1 1 1 1 1 1 1 1 1 1
180 1 1 1 1 1 1 1 1 1 1 1
181 1 1 1 1 1 1 1 1 1 1 1
182 1 1 1 1 1 1 1 1 1 1 1
183 1 1 1 1 1 1 1 1 1 1 1
184 1 1 1 0 0 0 0 0 0 0 0
185 1 1 1 0 0 0 0 0 0 0 0
186 1 1 1 0 0 0 0 0 0 0 0
187 1 1 1 1 1 1 1 1 1 1 1
188 0 0 0 0 0 0 0 1 1 1 1
189 1 1 1 1 1 1 1 1 1 1 1
190 1 1 1 1 1 1 1 1 1 1 1
191 1 1 1 1 1 1 1 1 1 1 1
192 1 1 1 1 1 1 1 1 1 1 1
193 0 0 0 0 0 0 0 1 1 1 1
194 1 1 1 1 1 1 1 1 1 1 1
195 1 1 1 1 1 1 1 1 1 1 1
196 1 1 1 1 1 1 1 1 1 1 1
197 1 1 1 1 1 1 1 1 1 1 1
198 1 1 1 1 1 1 1 1 1 1 1
199 1 1 1 1 1 1 1 1 1 1 1
