NAME HCon151

MAXTIME 340
DAYS 5

FLEET SIZE 10
6 0 0 15 0 0
7 19 19 19 19 19
8 23 23 23 0 23
9 11 0 11 11 11
10 0 5 0 0 5
11 0 0 0 0 19
12 29 0 0 29 29
13 23 23 23 23 0
14 0 21 0 21 0
15 0 0 0 10 0
16 15 15 15 15 0
17 3 0 0 0 0
18 41 41 41 0 0
19 9 0 0 0 0
20 0 0 0 28 0
21 8 8 0 0 8
22 0 0 8 0 0
23 16 16 16 0 16
24 10 10 10 10 10
25 0 0 28 28 28
26 7 7 7 0 7
27 0 15 15 0 0
28 0 0 14 0 14
29 0 6 6 6 0
30 19 19 19 19 0
31 11 11 11 0 11
32 12 12 12 12 12
33 23 0 0 23 23
34 26 26 26 26 26
35 17 0 0 17 0
36 6 6 6 0 6
37 9 9 9 9 9
38 15 0 15 15 15
39 0 14 14 14 14
40 7 0 0 0 0
41 0 27 0 0 0
42 0 0 0 13 0
43 0 0 11 11 11
44 16 16 16 16 16
45 0 10 10 10 10
46 0 5 0 0 5
47 0 0 0 0 25
48 0 17 17 17 17
49 0 18 18 18 18
50 10 0 10 10 10
51 10 0 0 0 0
52 7 0 0 7 7
53 13 13 0 0 13
54 19 19 19 0 0
55 0 26 0 0 0
56 0 0 0 3 0
57 0 5 0 0 5
58 9 9 0 9 0
59 16 0 0 0 0
60 0 0 16 0 0
61 0 12 12 12 12
62 0 19 19 0 19
63 23 23 23 0 23
64 0 0 0 0 20
65 8 8 8 8 8
66 19 19 0 19 19
67 2 0 0 2 0
68 0 0 0 12 12
69 0 0 17 0 0
70 9 9 9 9 9
71 11 11 11 11 0
72 0 0 18 0 0
73 29 29 0 29 29
74 3 3 0 3 3
75 0 6 6 6 6
76 17 17 17 0 17
77 0 0 0 16 0
78 0 0 0 16 0
79 0 9 9 9 0
80 0 0 0 0 21
81 0 27 0 0 0
82 0 23 0 0 23
83 11 11 11 0 11
84 14 0 14 14 0
85 8 0 8 8 8
86 5 0 5 0 0
87 0 8 8 0 8
88 16 16 16 0 0
89 0 0 0 31 0
90 9 0 0 9 9
91 5 5 5 5 5
92 5 0 5 5 5
93 7 0 7 7 0
94 18 18 18 18 18
95 16 16 16 0 0
96 1 0 0 0 1
97 27 0 27 0 0
98 0 0 36 0 0
99 0 30 0 0 30
100 13 13 13 13 13
101 10 0 10 10 10
102 9 9 9 9 9
103 14 0 0 0 0
104 18 0 18 0 18
105 2 2 0 2 2
106 0 6 6 6 6
107 7 0 0 7 7
108 0 0 18 0 0
109 28 28 28 28 28
110 3 3 0 0 3
111 0 0 0 0 13
112 19 19 19 19 19
113 0 10 0 0 10
114 9 9 9 9 9
115 20 20 20 0 0
116 25 25 0 0 25
117 25 25 25 0 25
118 36 0 36 0 36
119 6 6 0 6 6
120 0 5 0 0 0
121 15 15 15 15 15
122 0 25 0 0 0
123 0 9 0 9 9
124 0 8 8 8 8
125 18 0 18 18 18
126 13 0 0 0 0
127 14 14 14 14 0
128 0 0 0 3 0
129 0 23 23 23 0
130 6 6 0 6 6
131 26 26 26 26 26
132 0 16 16 16 16
133 11 0 11 0 11
134 0 0 7 7 7
135 41 41 0 0 41
136 35 0 35 35 0
137 0 26 0 0 0
138 9 9 9 9 9
139 0 15 0 0 0
140 0 0 0 0 3
141 1 1 0 0 0
142 2 2 2 2 2
143 22 22 22 22 22
144 27 0 0 0 0
145 20 0 20 0 20
146 0 11 0 0 11
147 12 0 12 0 12
148 0 0 10 0 0
149 0 9 0 9 9
150 17 17 0 17 17

